acousticness,analysis_url,danceability,duration_ms,energy,spotify_id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name,track_name,class
0.791,https://api.spotify.com/v1/audio-analysis/2UKHSicfUM6YjBXfj9qycr,0.705,141346,0.331,2UKHSicfUM6YjBXfj9qycr,0.0,2,0.133,-7.72,0,0.0323,104.017,4,0.517,Thomas Jack,Rise Up - Acoustic Version,9.0
0.44,https://api.spotify.com/v1/audio-analysis/6VDKS9K2pWj3vKJm15p7EB,0.549,223077,0.874,6VDKS9K2pWj3vKJm15p7EB,0.908,7,0.111,-7.012,1,0.0277,103.991,4,0.355,Therematic,Exotique Mecanique,6.0
0.0848,https://api.spotify.com/v1/audio-analysis/3hQCHzkE5oSA3F1xM8bpcM,0.502,254093,0.652,3hQCHzkE5oSA3F1xM8bpcM,0.0,9,0.0675,-7.224,1,0.3,136.08,4,0.648,Rick Ross,Hustlin',5.0
0.519,https://api.spotify.com/v1/audio-analysis/2bWmE1xuq91LartZzo4EOR,0.763,220840,0.599,2bWmE1xuq91LartZzo4EOR,1.08e-06,6,0.148,-6.194,1,0.12,122.802,4,0.614,Holly Humberstone,The Walls Are Way Too Thin,9.0
0.519,https://api.spotify.com/v1/audio-analysis/2bWmE1xuq91LartZzo4EOR,0.763,220840,0.599,2bWmE1xuq91LartZzo4EOR,1.08e-06,6,0.148,-6.194,1,0.12,122.802,4,0.614,Holly Humberstone,The Walls Are Way Too Thin,6.0
0.519,https://api.spotify.com/v1/audio-analysis/2bWmE1xuq91LartZzo4EOR,0.763,220840,0.599,2bWmE1xuq91LartZzo4EOR,1.08e-06,6,0.148,-6.194,1,0.12,122.802,4,0.614,Holly Humberstone,The Walls Are Way Too Thin,9.0
0.519,https://api.spotify.com/v1/audio-analysis/2bWmE1xuq91LartZzo4EOR,0.763,220840,0.599,2bWmE1xuq91LartZzo4EOR,1.08e-06,6,0.148,-6.194,1,0.12,122.802,4,0.614,Holly Humberstone,The Walls Are Way Too Thin,6.0
0.688,https://api.spotify.com/v1/audio-analysis/7nG7S6CMeCKznVsZ96hZam,0.52,252089,0.683,7nG7S6CMeCKznVsZ96hZam,0.946,9,0.263,-11.416,1,0.0801,91.914,4,0.544,Here Lies Man,Animal Noises,10.0
0.0092,https://api.spotify.com/v1/audio-analysis/3p2E8UtbP3ocnRUIKY9zw5,0.475,168812,0.922,3p2E8UtbP3ocnRUIKY9zw5,0.0,2,0.327,-3.579,0,0.0446,125.971,4,0.488,Sammy Brue,Teenage Mayhem,10.0
0.252,https://api.spotify.com/v1/audio-analysis/3Ki1XRwvSJ9UREfeFldVdB,0.436,534667,0.594,3Ki1XRwvSJ9UREfeFldVdB,0.0,5,0.251,-8.195,1,0.0466,111.381,4,0.503,Jethro Tull,Heavy Horses - 2003 Remaster,10.0
6.98e-05,https://api.spotify.com/v1/audio-analysis/0RvyZOhKMCj9pJMm0hmoS2,0.642,277867,0.794,0RvyZOhKMCj9pJMm0hmoS2,0.348,8,0.146,-7.908,1,0.0309,119.55,4,0.785,Ladytron,Seventeen,9.0
0.886,https://api.spotify.com/v1/audio-analysis/3p10Uj0mYylRjO2PQl3iZM,0.366,202560,0.379,3p10Uj0mYylRjO2PQl3iZM,0.0219,6,0.102,-11.534,1,0.0362,139.473,4,0.0753,Yoste,Arc,6.0
0.465,https://api.spotify.com/v1/audio-analysis/3yK2sMDG9pBIHjuIEO50UG,0.664,163509,0.535,3yK2sMDG9pBIHjuIEO50UG,1.57e-06,7,0.27,-7.348,1,0.05,85.154,4,0.361,Otis Kane,Sweet Sensation,1.0
0.251,https://api.spotify.com/v1/audio-analysis/4q0v24VXobXe0kTLb46Xa9,0.581,221712,0.297,4q0v24VXobXe0kTLb46Xa9,0.0,7,0.123,-7.681,1,0.0354,95.691,4,0.329,The Hound + The Fox,Shallow,0.0
0.000759,https://api.spotify.com/v1/audio-analysis/3ywSoYFHdIgkA4n2xke9VN,0.535,169710,0.869,3ywSoYFHdIgkA4n2xke9VN,0.00034,9,0.358,-8.53,1,0.0631,140.052,4,0.369,Calva Louise,Belicoso,1.0
1.87e-05,https://api.spotify.com/v1/audio-analysis/5ZGDkheMgtOvMu1sdLX9yh,0.547,225133,0.969,5ZGDkheMgtOvMu1sdLX9yh,1.25e-05,2,0.385,-4.774,1,0.0914,133.011,4,0.296,Fear Factory,Disruptor,8.0
0.0231,https://api.spotify.com/v1/audio-analysis/7gKgu4EJwLTuYZXIzA23vO,0.488,258107,0.727,7gKgu4EJwLTuYZXIzA23vO,2.53e-06,1,0.291,-4.835,1,0.0298,94.032,4,0.333,Valley Boy,Gummi Bear,6.0
0.00131,https://api.spotify.com/v1/audio-analysis/3bTJRzsVHaL4JOmmNX4Cm3,0.472,167389,0.63,3bTJRzsVHaL4JOmmNX4Cm3,0.0012,5,0.161,-9.556,0,0.0369,151.913,4,0.511,Slomosa,Kevin,10.0
0.00131,https://api.spotify.com/v1/audio-analysis/3bTJRzsVHaL4JOmmNX4Cm3,0.472,167389,0.63,3bTJRzsVHaL4JOmmNX4Cm3,0.0012,5,0.161,-9.556,0,0.0369,151.913,4,0.511,Slomosa,Kevin,1.0
0.00131,https://api.spotify.com/v1/audio-analysis/3bTJRzsVHaL4JOmmNX4Cm3,0.472,167389,0.63,3bTJRzsVHaL4JOmmNX4Cm3,0.0012,5,0.161,-9.556,0,0.0369,151.913,4,0.511,Slomosa,Kevin,10.0
0.00131,https://api.spotify.com/v1/audio-analysis/3bTJRzsVHaL4JOmmNX4Cm3,0.472,167389,0.63,3bTJRzsVHaL4JOmmNX4Cm3,0.0012,5,0.161,-9.556,0,0.0369,151.913,4,0.511,Slomosa,Kevin,1.0
0.0529,https://api.spotify.com/v1/audio-analysis/3IPpgcViKQ2E81XgMnT3yw,0.268,550507,0.567,3IPpgcViKQ2E81XgMnT3yw,0.681,9,0.157,-17.114,0,0.0355,163.057,4,0.518,Savoy Brown,Hellbound Train,10.0
0.000413,https://api.spotify.com/v1/audio-analysis/2LMloFiV7DHpBhITOaBSam,0.406,223980,0.682,2LMloFiV7DHpBhITOaBSam,0.849,7,0.0999,-6.281,1,0.0584,82.495,4,0.623,The Strokes,Hard To Explain,1.0
0.0206,https://api.spotify.com/v1/audio-analysis/7vFv0yFGMJW3qVXbAd9BK9,0.647,249627,0.729,7vFv0yFGMJW3qVXbAd9BK9,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,0.687,John Mayer,Your Body Is a Wonderland,10.0
0.95,https://api.spotify.com/v1/audio-analysis/75i6FkvGjxZWRc6uwoavQn,0.541,118800,0.0413,75i6FkvGjxZWRc6uwoavQn,0.873,9,0.175,-22.75,0,0.0777,112.932,3,0.379,Jacques Burtin,Cantilène 6,7.0
0.0372,https://api.spotify.com/v1/audio-analysis/4nn49sgQROeVlWq1vR0Gfw,0.763,187923,0.141,4nn49sgQROeVlWq1vR0Gfw,0.0118,7,0.699,-14.608,0,0.161,130.088,4,0.295,Anguid,warm blooded,6.0
0.15,https://api.spotify.com/v1/audio-analysis/598xUgFcsMB7s71ltgpTVD,0.567,202844,0.763,598xUgFcsMB7s71ltgpTVD,0.00142,1,0.0704,-4.361,0,0.0579,111.079,4,0.777,The Orielles,Bobbi's Second World,6.0
0.15,https://api.spotify.com/v1/audio-analysis/598xUgFcsMB7s71ltgpTVD,0.567,202844,0.763,598xUgFcsMB7s71ltgpTVD,0.00142,1,0.0704,-4.361,0,0.0579,111.079,4,0.777,The Orielles,Bobbi's Second World,1.0
0.15,https://api.spotify.com/v1/audio-analysis/598xUgFcsMB7s71ltgpTVD,0.567,202844,0.763,598xUgFcsMB7s71ltgpTVD,0.00142,1,0.0704,-4.361,0,0.0579,111.079,4,0.777,The Orielles,Bobbi's Second World,6.0
0.15,https://api.spotify.com/v1/audio-analysis/598xUgFcsMB7s71ltgpTVD,0.567,202844,0.763,598xUgFcsMB7s71ltgpTVD,0.00142,1,0.0704,-4.361,0,0.0579,111.079,4,0.777,The Orielles,Bobbi's Second World,1.0
0.242,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,0.908,230133,0.557,3RmKpob8xzv1pzHEQrMJah,0.0,8,0.0709,-4.243,0,0.107,90.032,4,0.897,Eve,Let Me Blow Ya Mind,5.0
1.83e-05,https://api.spotify.com/v1/audio-analysis/5OQsiBsky2k2kDKy2bX2eT,0.465,235293,0.919,5OQsiBsky2k2kDKy2bX2eT,2.07e-05,4,0.262,-4.025,1,0.0408,135.997,4,0.537,Foo Fighters,Learn to Fly,10.0
0.675,https://api.spotify.com/v1/audio-analysis/2aHA9Slxq1aqsxiQJZ8f8l,0.784,148120,0.149,2aHA9Slxq1aqsxiQJZ8f8l,0.0993,9,0.072,-15.589,0,0.0669,140.0,4,0.329,Marika Hackman,Playground Love,6.0
0.35,https://api.spotify.com/v1/audio-analysis/4LmLxaTfPM1yrtqpX86rLx,0.631,300707,0.282,4LmLxaTfPM1yrtqpX86rLx,0.00921,9,0.229,-14.755,0,0.0635,92.336,4,0.556,Ornette Coleman,When Will The Blues Leave?,2.0
0.904,https://api.spotify.com/v1/audio-analysis/3xXBsjrbG1xQIm1xv1cKOt,0.593,255067,0.2,3xXBsjrbG1xQIm1xv1cKOt,0.0,8,0.0897,-11.063,1,0.0311,83.966,4,0.17,Linkin Park,One More Light,10.0
0.3,https://api.spotify.com/v1/audio-analysis/6f1HA7ev1wQ85MIcUCkbcQ,0.65,217947,0.677,6f1HA7ev1wQ85MIcUCkbcQ,1.15e-06,6,0.362,-7.187,1,0.0352,154.006,4,0.506,Lifehouse,Chapter One,10.0
0.132,https://api.spotify.com/v1/audio-analysis/7K3rmA4f6NEElsxKEOOt8H,0.53,203173,0.888,7K3rmA4f6NEElsxKEOOt8H,0.0321,5,0.425,-5.128,1,0.0282,136.123,4,0.833,The Rolling Stones,Little T&A - Remastered,10.0
0.055,https://api.spotify.com/v1/audio-analysis/1Qcrun2hkFbAEskH8OlkIF,0.64,176962,0.873,1Qcrun2hkFbAEskH8OlkIF,9.86e-05,4,0.0579,-5.221,0,0.0527,118.001,4,0.699,No Money Kids,Hush Hush,10.0
0.00026,https://api.spotify.com/v1/audio-analysis/0hXpC8CI25VOT8qNV1nr8l,0.419,392000,0.573,0hXpC8CI25VOT8qNV1nr8l,0.609,8,0.597,-9.166,1,0.0321,145.637,4,0.165,Monster Magnet,Look To Your Orb For The Warning,10.0
0.00026,https://api.spotify.com/v1/audio-analysis/0hXpC8CI25VOT8qNV1nr8l,0.419,392000,0.573,0hXpC8CI25VOT8qNV1nr8l,0.609,8,0.597,-9.166,1,0.0321,145.637,4,0.165,Monster Magnet,Look To Your Orb For The Warning,8.0
0.00026,https://api.spotify.com/v1/audio-analysis/0hXpC8CI25VOT8qNV1nr8l,0.419,392000,0.573,0hXpC8CI25VOT8qNV1nr8l,0.609,8,0.597,-9.166,1,0.0321,145.637,4,0.165,Monster Magnet,Look To Your Orb For The Warning,10.0
0.00026,https://api.spotify.com/v1/audio-analysis/0hXpC8CI25VOT8qNV1nr8l,0.419,392000,0.573,0hXpC8CI25VOT8qNV1nr8l,0.609,8,0.597,-9.166,1,0.0321,145.637,4,0.165,Monster Magnet,Look To Your Orb For The Warning,8.0
0.0598,https://api.spotify.com/v1/audio-analysis/51Lf3l6wx008NdBxCQnD6B,0.57,199233,0.804,51Lf3l6wx008NdBxCQnD6B,8.96e-05,11,0.187,-6.782,1,0.0701,87.533,4,0.624,Del Water Gap,Ode to a Conversation Stuck in Your Throat,6.0
0.697,https://api.spotify.com/v1/audio-analysis/24wSfBAKhkkug1ru5ojpw6,0.537,220032,0.0765,24wSfBAKhkkug1ru5ojpw6,9.46e-06,9,0.0789,-23.822,1,0.0528,183.332,3,0.362,John Henry Barbee,"That's All Right, Pt. 1",2.0
0.00866,https://api.spotify.com/v1/audio-analysis/1kn4dN91ha8qZS3pPYqjug,0.528,221200,0.694,1kn4dN91ha8qZS3pPYqjug,0.000189,11,0.141,-12.294,0,0.057,131.287,4,0.716,Steely Dan,Black Friday,10.0
0.701,https://api.spotify.com/v1/audio-analysis/696vpg0aBvBxpZAuasmg15,0.546,218502,0.411,696vpg0aBvBxpZAuasmg15,9.73e-05,2,0.0955,-9.308,1,0.0475,79.785,4,0.528,Allman Brown,Sweetest Thing,0.0
0.141,https://api.spotify.com/v1/audio-analysis/5Bp3OmGILMam5w6KnafdKY,0.63,202293,0.942,5Bp3OmGILMam5w6KnafdKY,2.12e-06,4,0.0958,-5.186,1,0.0869,136.155,4,0.753,Mystery Jets,Young Love (feat. Laura Marling),6.0
0.191,https://api.spotify.com/v1/audio-analysis/4x7zQu0CSwMvvZuKWWki2v,0.572,217587,0.587,4x7zQu0CSwMvvZuKWWki2v,6.13e-05,0,0.109,-7.984,1,0.036,175.296,4,0.581,Margaret Glaspy,Stay With Me,6.0
0.00592,https://api.spotify.com/v1/audio-analysis/4LrMDBmqXokJvRpTRgRLUj,0.533,155347,0.985,4LrMDBmqXokJvRpTRgRLUj,0.000301,9,0.342,-2.693,1,0.0793,114.978,4,0.603,Chevy Rockets,Mano Cruel,2.0
0.0136,https://api.spotify.com/v1/audio-analysis/7CUePB3Lb3EMnNZEuQDMgN,0.832,307547,0.396,7CUePB3Lb3EMnNZEuQDMgN,0.807,1,0.0908,-14.664,1,0.245,95.717,4,0.216,Pole,Tangente,6.0
0.00137,https://api.spotify.com/v1/audio-analysis/29engDqjmMr3VLqMm0c0WE,0.225,312253,0.618,29engDqjmMr3VLqMm0c0WE,0.616,8,0.079,-9.922,0,0.0331,144.724,4,0.567,The Velvet Underground,Venus In Furs,10.0
0.349,https://api.spotify.com/v1/audio-analysis/1baHxgYktT8eDdmtTozJF9,0.856,279500,0.709,1baHxgYktT8eDdmtTozJF9,0.000209,3,0.225,-7.432,0,0.222,110.009,4,0.856,Dhee,Enjoy Enjaami,9.0
0.767,https://api.spotify.com/v1/audio-analysis/6X5IES8zRp2UVnSJxpnfVU,0.502,336213,0.922,6X5IES8zRp2UVnSJxpnfVU,9.93e-06,5,0.239,-3.911,1,0.351,129.215,3,0.741,Asha Bhosle,Koi Mar Jaye - Deewaar / Soundtrack Version,3.0
0.073,https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2,0.724,224400,0.695,4fixebDZAVToLbUCuEloa2,0.0,11,0.0889,-5.226,1,0.0622,139.0,4,0.235,Britney Spears,Womanizer,9.0
0.896,https://api.spotify.com/v1/audio-analysis/3nv8Krxy4YzauAdpSoLt8C,0.558,174268,0.328,3nv8Krxy4YzauAdpSoLt8C,0.0,4,0.109,-8.156,1,0.0265,97.519,4,0.39,Mabes,Wait & See,9.0
6.06e-05,https://api.spotify.com/v1/audio-analysis/7tbLWAvIZYA00NbWkN6RW5,0.567,188987,0.984,7tbLWAvIZYA00NbWkN6RW5,0.0,1,0.224,-4.269,0,0.0904,131.031,4,0.437,COUNTERFEIT.,11:44,10.0
0.121,https://api.spotify.com/v1/audio-analysis/2jwKTqnvzrhj4b6Dhm07lW,0.743,257033,0.741,2jwKTqnvzrhj4b6Dhm07lW,0.0692,7,0.0836,-5.717,1,0.0415,107.958,4,0.508,Miynt,A bite of papaya,6.0
0.673,https://api.spotify.com/v1/audio-analysis/4GXBxllfDaLpko6epKpasg,0.466,255560,0.257,4GXBxllfDaLpko6epKpasg,0.000245,9,0.0957,-13.707,0,0.036,107.296,4,0.397,Yehuda Ledgley,The Smoking Cat (Hebrew track),6.0
0.0339,https://api.spotify.com/v1/audio-analysis/1SN1gifVAKecU85lZggS8k,0.631,282853,0.515,1SN1gifVAKecU85lZggS8k,0.00124,5,0.116,-9.038,1,0.0245,154.935,4,0.381,Everything Everything,No Reptiles,1.0
0.0339,https://api.spotify.com/v1/audio-analysis/1SN1gifVAKecU85lZggS8k,0.631,282853,0.515,1SN1gifVAKecU85lZggS8k,0.00124,5,0.116,-9.038,1,0.0245,154.935,4,0.381,Everything Everything,No Reptiles,6.0
0.0339,https://api.spotify.com/v1/audio-analysis/1SN1gifVAKecU85lZggS8k,0.631,282853,0.515,1SN1gifVAKecU85lZggS8k,0.00124,5,0.116,-9.038,1,0.0245,154.935,4,0.381,Everything Everything,No Reptiles,1.0
0.0339,https://api.spotify.com/v1/audio-analysis/1SN1gifVAKecU85lZggS8k,0.631,282853,0.515,1SN1gifVAKecU85lZggS8k,0.00124,5,0.116,-9.038,1,0.0245,154.935,4,0.381,Everything Everything,No Reptiles,6.0
0.0584,https://api.spotify.com/v1/audio-analysis/2IM2fs9rVuDbqtuXpycvam,0.634,135703,0.654,2IM2fs9rVuDbqtuXpycvam,0.0,4,0.199,-5.351,0,0.0547,149.782,4,0.782,Porches,rangerover - Bonus Track,6.0
0.00593,https://api.spotify.com/v1/audio-analysis/7hM9ShrZMCV7xYOQwqBnNb,0.6,207000,0.915,7hM9ShrZMCV7xYOQwqBnNb,0.00952,4,0.484,-2.087,0,0.0665,119.008,4,0.589,PVRIS,Dead Weight,10.0
0.391,https://api.spotify.com/v1/audio-analysis/6NVu0gFLV6t6SDjXUpwCeu,0.715,188411,0.52,6NVu0gFLV6t6SDjXUpwCeu,0.0,9,0.0797,-6.933,1,0.0265,108.991,4,0.769,Sorcha Richardson,Ruin Your Night,6.0
0.0019,https://api.spotify.com/v1/audio-analysis/1JdWRS3PBZlSgKcPKcULtr,0.607,325502,0.813,1JdWRS3PBZlSgKcPKcULtr,0.00088,4,0.305,-5.825,0,0.0936,133.962,4,0.195,Bring Me The Horizon,nihilist blues (feat. Grimes),10.0
6.17e-05,https://api.spotify.com/v1/audio-analysis/6LhUsJiXAuxoalUz01evh0,0.243,316493,0.988,6LhUsJiXAuxoalUz01evh0,0.12,8,0.341,-3.485,1,0.197,89.905,4,0.277,Pantera,Revolution Is My Name,8.0
0.114,https://api.spotify.com/v1/audio-analysis/4o0LyB69tylqDG6eTGhmig,0.737,231826,0.678,4o0LyB69tylqDG6eTGhmig,0.157,6,0.123,-7.011,0,0.0962,102.051,4,0.698,Cannons,Fire for You,10.0
0.000153,https://api.spotify.com/v1/audio-analysis/0mjOx4zUlL5t4rF1xnrfvi,0.368,196804,0.769,0mjOx4zUlL5t4rF1xnrfvi,0.919,4,0.0657,-5.002,1,0.0731,187.239,4,0.378,Wolf Alice,Smile,6.0
0.000506,https://api.spotify.com/v1/audio-analysis/6fGw5N35sPLcmyN5T3XRv7,0.569,314446,0.987,6fGw5N35sPLcmyN5T3XRv7,0.00018,10,0.315,-3.565,0,0.0492,100.975,4,0.509,Corey Taylor,CMFT Must Be Stopped (feat. Tech N9ne and Kid Bookie),10.0
0.105,https://api.spotify.com/v1/audio-analysis/2CjewwfkCErB8Mt9ATvwrQ,0.613,162741,0.478,2CjewwfkCErB8Mt9ATvwrQ,0.0,8,0.393,-8.589,1,0.0822,146.413,4,0.174,Mokita,colorblind (kina remix),9.0
0.00147,https://api.spotify.com/v1/audio-analysis/3hjYJacwWN0dmDi3nBGgs7,0.384,177547,0.938,3hjYJacwWN0dmDi3nBGgs7,0.00283,11,0.403,-3.735,1,0.0857,80.073,4,0.571,Torque,H.L.S.,8.0
0.114,https://api.spotify.com/v1/audio-analysis/0LEVkKMe65R1SoFs1xJ3ab,0.692,186027,0.696,0LEVkKMe65R1SoFs1xJ3ab,0.000109,1,0.12,-7.949,1,0.0796,119.981,4,0.382,Simone,everything/nothing,9.0
0.0205,https://api.spotify.com/v1/audio-analysis/389QX9Q1eUOEZ19vtzzI9O,0.453,285000,0.654,389QX9Q1eUOEZ19vtzzI9O,0.00395,4,0.172,-8.855,0,0.0317,115.0,4,0.702,The Beatles,While My Guitar Gently Weeps - Remastered 2009,10.0
0.000241,https://api.spotify.com/v1/audio-analysis/7je6HRz7AoYt0HoW0gEUdP,0.477,256293,0.899,7je6HRz7AoYt0HoW0gEUdP,0.000147,2,0.0598,-6.06,1,0.122,104.821,4,0.555,Infectious Grooves,Violent & Funky,8.0
0.996,https://api.spotify.com/v1/audio-analysis/5j6tQBJnNG4wLLdVISJ5g2,0.436,202240,0.178,5j6tQBJnNG4wLLdVISJ5g2,0.912,5,0.259,-13.36,1,0.0448,111.858,4,0.464,Mamie Smith,Crazy Blues,2.0
0.624,https://api.spotify.com/v1/audio-analysis/7BEm1s1Xt3kfym5ivfNQ8V,0.728,249012,0.412,7BEm1s1Xt3kfym5ivfNQ8V,0.00051,2,0.0964,-9.236,1,0.302,77.861,4,0.502,Kris Berry,Superpower,6.0
5.59e-05,https://api.spotify.com/v1/audio-analysis/7frUtW2d2OCdhg9hBZK9T6,0.207,276992,0.993,7frUtW2d2OCdhg9hBZK9T6,0.638,9,0.109,-6.904,1,0.17,99.91,3,0.0394,Enforced,Hemorrhage,8.0
0.872,https://api.spotify.com/v1/audio-analysis/5w2q0VJw3QYjjDKnb4Mt8Z,0.44,187747,0.267,5w2q0VJw3QYjjDKnb4Mt8Z,0.903,8,0.284,-15.612,1,0.0465,90.907,4,0.287,Teddy Wilson,As Times Goes By,7.0
0.273,https://api.spotify.com/v1/audio-analysis/12404kHw6YwKa71fpOnkgH,0.67,229000,0.716,12404kHw6YwKa71fpOnkgH,1.45e-06,0,0.0804,-5.008,1,0.0247,96.03,4,0.638,Westlife,I Need You,9.0
0.0148,https://api.spotify.com/v1/audio-analysis/4GOpMcPnnF9mtHNYgUPep6,0.247,170840,0.66,4GOpMcPnnF9mtHNYgUPep6,0.000286,9,0.0884,-7.631,1,0.0369,114.801,4,0.612,The Rolling Stones,Citadel,10.0
0.218,https://api.spotify.com/v1/audio-analysis/2H82AQCQNc4TH2yVcYKIID,0.531,314440,0.668,2H82AQCQNc4TH2yVcYKIID,0.00404,8,0.307,-9.494,1,0.115,134.446,4,0.434,Thin Lizzy,Cowboy Song,10.0
0.805,https://api.spotify.com/v1/audio-analysis/6MDOdb1gsa78SWE46yMiPJ,0.507,241063,0.365,6MDOdb1gsa78SWE46yMiPJ,0.0,2,0.0833,-8.175,1,0.03,123.969,4,0.248,Astr√¶a,Ripples In the Water,9.0
0.000315,https://api.spotify.com/v1/audio-analysis/2Mall0tN73JmkmihTZPlVt,0.515,245471,0.952,2Mall0tN73JmkmihTZPlVt,0.274,9,0.0658,-3.814,0,0.117,152.024,4,0.351,Evanescence,Better Without You,10.0
0.664,https://api.spotify.com/v1/audio-analysis/1XuccRABkfUVB4FjSVhjL1,0.318,197275,0.303,1XuccRABkfUVB4FjSVhjL1,0.000223,11,0.113,-15.572,0,0.0302,174.254,4,0.226,Love,Alone Again Or,10.0
0.0351,https://api.spotify.com/v1/audio-analysis/5pisfkvHQuCCimGvQ6ISPD,0.591,205947,0.851,5pisfkvHQuCCimGvQ6ISPD,0.00778,8,0.0446,-9.215,1,0.0373,95.0,4,0.623,Cigar Store Indians,Barfly,10.0
0.0134,https://api.spotify.com/v1/audio-analysis/5nFBUL1ioMk9sSyvUKeMhl,0.551,160973,0.982,5nFBUL1ioMk9sSyvUKeMhl,0.0,8,0.387,-2.61,1,0.0507,108.09,4,0.554,The Rocket Summer,Do You Feel,10.0
0.738,https://api.spotify.com/v1/audio-analysis/20I9I7DlRtTWOngzAVezYV,0.856,190960,0.319,20I9I7DlRtTWOngzAVezYV,0.00292,9,0.192,-14.21,0,0.0581,119.981,4,0.596,Mr GISCARD,H&M,6.0
0.0129,https://api.spotify.com/v1/audio-analysis/5cHJkKqz6USfa7U5xT4j8o,0.307,257293,0.792,5cHJkKqz6USfa7U5xT4j8o,0.0575,9,0.0757,-10.188,1,0.0415,176.852,4,0.667,R.E.M.,Turn You Inside-Out - Remastered,10.0
0.568,https://api.spotify.com/v1/audio-analysis/1YUxe2rVFtOh0xCN75xonV,0.755,169466,0.331,1YUxe2rVFtOh0xCN75xonV,0.069,0,0.24,-11.84,1,0.0296,133.979,4,0.334,Okay Kaya,Comic Sans,6.0
0.994,https://api.spotify.com/v1/audio-analysis/2QmkRlu6Td0kBAjvByuH0G,0.533,181551,0.162,2QmkRlu6Td0kBAjvByuH0G,0.671,5,0.12,-15.774,1,0.055,182.717,4,0.764,Buddy Burton & Fats Hudson,Blue Guitar Stomp,2.0
0.614,https://api.spotify.com/v1/audio-analysis/1PrVLmXkJjh2vEhmBEKLeM,0.626,221099,0.597,1PrVLmXkJjh2vEhmBEKLeM,1.53e-05,6,0.122,-9.943,0,0.33,80.985,4,0.578,Thundercat,Dragonball Durag - Remix,5.0
0.0428,https://api.spotify.com/v1/audio-analysis/2L1yuPvbfQGgYFu4OPf1cR,0.236,273973,0.948,2L1yuPvbfQGgYFu4OPf1cR,0.0885,1,0.354,-5.621,0,0.25,84.768,4,0.0983,Queen,Gimme The Prize - Remastered 2011,10.0
0.000233,https://api.spotify.com/v1/audio-analysis/7xrW8khD4y8TglCayLYH4C,0.577,161000,0.956,7xrW8khD4y8TglCayLYH4C,0.00413,8,0.0916,-4.568,1,0.121,129.971,4,0.0803,Kissing Candice,Tapeworm,8.0
0.0334,https://api.spotify.com/v1/audio-analysis/25ddyTkfz4p7Bvprc66ZyV,0.605,319253,0.988,25ddyTkfz4p7Bvprc66ZyV,0.79,7,0.312,-3.768,1,0.0693,93.965,4,0.763,Euphoria,Back Against The Wall,2.0
0.347,https://api.spotify.com/v1/audio-analysis/4hVnZf324hXy6TyVx2oncO,0.708,189013,0.384,4hVnZf324hXy6TyVx2oncO,0.0,9,0.15,-8.845,0,0.035,130.071,4,0.487,Jason Mraz,Lucky,9.0
0.449,https://api.spotify.com/v1/audio-analysis/35az0nLIrf2lERkvoJ2Rcg,0.389,316000,0.718,35az0nLIrf2lERkvoJ2Rcg,0.0,3,0.0774,-5.765,1,0.0426,129.856,3,0.234,Mekaal Hasan Band,Darbari,0.0
0.727,https://api.spotify.com/v1/audio-analysis/6y2DmxDs19Bw8ExsNLHy2d,0.512,198827,0.405,6y2DmxDs19Bw8ExsNLHy2d,0.0,10,0.726,-13.649,0,0.299,159.745,4,0.516,T. Rex,Debora,6.0
0.13,https://api.spotify.com/v1/audio-analysis/26bL4gSULWDgdIMX0pRFrG,0.499,221333,0.825,26bL4gSULWDgdIMX0pRFrG,0.0,6,0.306,-5.146,1,0.177,185.069,4,0.753,Gretchen Wilson,Redneck Woman,4.0
0.0796,https://api.spotify.com/v1/audio-analysis/7JZeAVkkHd5hU7R4HE1k7e,0.558,144013,0.837,7JZeAVkkHd5hU7R4HE1k7e,0.0,4,0.151,-4.555,1,0.0774,116.092,4,0.67,Jake Bugg,Lightning Bolt,6.0
0.0356,https://api.spotify.com/v1/audio-analysis/3UhwS81S9L7i2byZCrhSAv,0.859,271067,0.635,3UhwS81S9L7i2byZCrhSAv,0.00346,10,0.13,-9.532,0,0.193,96.571,4,0.53,Lords Of The Underground,Funky Child,5.0
3.1e-06,https://api.spotify.com/v1/audio-analysis/7IFkoWsPHpT2KfpFBggzA2,0.131,247620,0.945,7IFkoWsPHpT2KfpFBggzA2,0.953,9,0.311,-5.546,0,0.0723,145.022,4,0.211,An Autumn for Crippled Children,Splendour Unnoticed,8.0
0.227,https://api.spotify.com/v1/audio-analysis/1fQrq4hqTRqI3SIW2w85Vr,0.639,144000,0.641,1fQrq4hqTRqI3SIW2w85Vr,0.0,8,0.104,-6.187,1,0.037,124.953,4,0.665,Mike Crigs,Moving Fast (feat. Jared Anthony),5.0
0.00198,https://api.spotify.com/v1/audio-analysis/7BJFP22j9ul3roabbI7OD5,0.291,212493,0.942,7BJFP22j9ul3roabbI7OD5,9.58e-06,10,0.247,-5.213,0,0.124,151.849,4,0.595,The Hellacopters,Toys And Flavors,1.0
